,name,country,city,address,hotel.name,review,rating,impression,expectation,bert_impression
3237,Ramada Plaza Hawthorne/lax,US,Hawthorne,5250 W El Segundo Blvd,Ramada Plaza Hawthorne/lax,I got stuck staying at this hotel after a delay at LAX. The staff was very accommodating. The room itself was clean but had an odd smell (sanitary smell) and seemed very rundown. The hallways of the hotel are so badly lit they are a bit scary. There was a lot of noise in the room next door to mine... More,2,negative,neutral,neutral
3238,Comfort Inn-lone Pine,US,Lone Pine,1920 S Main St,Comfort Inn-lone Pine,I checked in here on my way from Las Vegas to Reno on a US driving holiday. I was met by a super friendly young man who could not have tried harder to help. We chatted about cars and driving which was nice and showed...More,5,positive,positive,positive
3239,Fairfield Inn Great Falls,US,Great Falls,1000 9th Ave S,Fairfield Inn Great Falls,"Room was clean and comfortable. Friendly staff. Convenient location. Good place for families, couples, or business travelers. Did miss not having a workout facility, though not a big deal. This was a 10,000 Marriott points hotel -- and we have stayed in 20,000 point places that were less than satisfying.",4,positive,positive,positive
3240,Fairfield Inn Great Falls,US,Great Falls,1000 9th Ave S,Fairfield Inn Great Falls,Disappointed that they don't have a work out facility. Otherwise it is a typical Fairfield. Bed was a little worn down mattress wise. Staff was attentive though my compatriot had key issues. Reasonable price. Neighborhood was a little funky.,3,neutral,neutral,neutral
3241,Fairfield Inn Great Falls,US,Great Falls,1000 9th Ave S,Fairfield Inn Great Falls,My boyfriend and I were passing through Great Falls on the way back from Glacier National Park. We spent the night at the Fairfield Inn and it was just the right place to stop. Great value for the price and everything was clean. I would recommend this place to anyone making a quick stop in Great Falls!,4,positive,positive,positive
3242,Groveland Hotel,US,Groveland,18767 Main St,Groveland Hotel,"A bit overpriced for Groveland, particularly as the rooms are in desperate need of some upgrading. The hot water handle in the shower fell off, several drawers on the dresser were missing handles, and the complimentary breakfast was forgettable at best. Don't go river rafting...More",3,neutral,neutral,neutral
3243,Hacienda Hot Springs Inn,US,Desert Hot Springs,12885 Eliseo Rd,Hacienda Hot Springs Inn,"I discovered the Hacienda last year through a summer special and went there for some quality time with my brother. This Auust, I have just been back, this time bringing my out-of-state boyfriend with me. The place is unique, charming, personable and special. It is the kind of place one brings someone special. It is also ideal for a solo... More",5,positive,positive,positive
3244,Waikiki Gateway Hotel,US,Honolulu,2070 Kalakaua Ave,Waikiki Gateway Hotel,"All of our requirements were met at the hotel, and my wife and I were very grateful to the friendly staff at the hotel. I wish that I knew the names of the staff members at the reception area with whom we had contact, so that I could commend them, individually... but, anyway, they were all obliging and helpful. The breakfast area staff and housekeeping staff (esp. Vilma) were great, as well. The hotel'",4,positive,positive,positive
3245,Waikiki Gateway Hotel,US,Honolulu,2070 Kalakaua Ave,Waikiki Gateway Hotel,"This boutique in the heart of Waikiki was excellent. The newly renovated rooms are clean, modern, and nicely furnished. A shout out to Will who made our stay at Gateway so special!! Will told us about some local restaurants and pointed out places nearby that we could visit. I am from SC and my friend is from Georgia. We really appreciated Will's Southern hospitality. Can't wait for a future visit to Wa",5,positive,positive,positive
3246,Waikiki Gateway Hotel,US,Honolulu,2070 Kalakaua Ave,Waikiki Gateway Hotel,"Wonderful stay, location was great, close to bus and trolley stops. Only a short walk to the beach. Rooms are good with a very comfortable bed and lovely view. I struggled to use the coffee machine, but staff were all very helpful. Great to have breakfast included. Wonderful and friendly staff. I would book at Waikiki Gateway Hotel again",4,positive,positive,positive
3247,The Surfjack Hotel Swim Club,US,Honolulu,412 Lewers St,The Surfjack Hotel Swim Club,"This small hotel seems very hip and stylish, with plenty of attractive areas for lounging. The building wraps around a courtyard, and once you enter the premises you are sheltered from the busy city. There's an interesting restaurant and bar on the premises as well...More",5,positive,positive,positive
3248,Courtyard Tuscaloosa,US,Tuscaloosa,4115 Courtney Dr,Courtyard Tuscaloosa,"I gave this review an excellent rating. I haven't experienced the same situations that the other guests have written about and am actually surprised to read them. My room was clean and orderly. Bathroom was clean, towels clean. Staff was friendly. No - I didn't have free breakfast - but I didn't expect free breakfast. No Courtyard - anywhere -... More",5,positive,positive,positive
3249,Courtyard Tuscaloosa,US,Tuscaloosa,4115 Courtney Dr,Courtyard Tuscaloosa,"Everyone was very helpful and extremely polite. Every housekeeper said Good morning, the front desk was exceptional at check in and check out, I have never met a nicer, friendlier group of people any where! The bistro was awesome! The rooms we stayed in was very, very clean but needed to be updated a little.",5,positive,positive,positive
3250,Courtyard Tuscaloosa,US,Tuscaloosa,4115 Courtney Dr,Courtyard Tuscaloosa,"As an Area Development Manger for three states this location by far has suited our company's needs with their ability to make room available for myself and staffs. April Farrell Taylor Duncan have been nothing but exceptional in delivering on expectations, friendly, engaged and always professional. I now use this location as my primary meeting destination and wanted to... More",5,positive,positive,positive
3251,Best Western Plus St Charles Inn,US,New Orleans,3636 Saint Charles Ave,Best Western Plus St Charles Inn,"Super staff, GREAT free breakfast from 6 to 10 a.m., good location to Loyola and Tulane yet still just a short uber ride to French Quarter. Restaurant next door has great steaks and TexMex. Free secure parkingK B",5,positive,positive,positive
3252,Best Western Plus St Charles Inn,US,New Orleans,3636 Saint Charles Ave,Best Western Plus St Charles Inn,"The room was adequate for our needs, very small. The room had a musty smell which lingered in the air all weekend. The staff was nice , helpful calling cabs. The location was very convenient on St. Charles Avenue, with the trolly right outside the lobby door.",3,neutral,neutral,neutral
3253,Best Western Plus St Charles Inn,US,New Orleans,3636 Saint Charles Ave,Best Western Plus St Charles Inn,My husband and I have stayed here many times and have never been disappointed. This time our daughter and grandchildren came as well and also raved about it. The rooms are roomy and clean the beds are comfy and the staff is amazing even the manager comes and chit chats. The breakfast is one of the best we have had. We highly recommend this hotel can't wait to go back,5,positive,positive,positive
3254,Best Western Plus St Charles Inn,US,New Orleans,3636 Saint Charles Ave,Best Western Plus St Charles Inn,"Good location, half way between Uptown and Downtown/Quarter. Super friendly staff and well appointed rooms and very clean. Good beds. Staff very friendly and helpful. Rates generally reasonable, though I'd prefer that they not soar so high during Jazzfest where I just stayed for 6 nights",4,positive,positive,positive
3255,Best Western Plus St Charles Inn,US,New Orleans,3636 Saint Charles Ave,Best Western Plus St Charles Inn,"Like Best Western hotels and choose this hotel because it offered free parking and was on the St Charles street car line. Hotel is charming and the staff was so very friendly. Rooms were clean, spacious and breakfast was good. Beds were very comfortable. Loved that there were tables and chairs so we could sit outside. The garden district is so quiet compared to French Quarter. Loved the area and will b",5,positive,positive,positive
3256,Best Western Plus St Charles Inn,US,New Orleans,3636 Saint Charles Ave,Best Western Plus St Charles Inn,"Loved the ambiance and location of this hotel. If you want to experience the Garden District, this is the place to stay! Next to one of my favorite restaurants, Superior Grill. Walk out the front door to hop on the streetcar for a scenic trip to the CBD and French Quarter.",5,positive,positive,positive
